row,tag_name,article_id,source_feed_name,load_date,load_datetime,feed_name,headline,article_body,author_name,source_unique_id,source_type_name,channel_name,genre,publisher_name,publication_name,publisher_site_url,published_datetime,article_url,region,subregion,country,state,iso_language_code,circulation_size,page,sentiment_score,legacy_score,sentiment_band,sentiment_Correct,External_Strong_Pos,External_Pos,External_Neutral,External_Neg,External_Strong_Neg,Irrelevant,Passing_Mention,Comment,hit_strength,relevance,importance,vipr_weight,vipr_score
0,Aldi,8957521578,social-twitter,2021-07-06,2021-07-06 18:16:56,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,tiger8lotus,1412475647272833026,Twitter,Social,,,Twitter,,2021-07-06 18:16:51,https://twitter.com/tiger8lotus/status/1412475647272833026,,,North Korea,,en,1473,,26,7,Positive,0,,,1,,,,1,Twitter complain about stores not enforcing wearing face masks,3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8957620366,social-twitter,2021-07-06,2021-07-06 18:23:40,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,dippernick,1412477341696147456,Twitter,Social,,,Twitter,,2021-07-06 18:23:35,https://twitter.com/dippernick/status/1412477341696147456,,,Other / Unknown,,en,35,,26,7,Positive,0,,,1,,,,1,Twitter complain about stores not enforcing wearing face masks,3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8957706292,social-twitter,2021-07-06,2021-07-06 18:31:29,twitter,RT @asiapac001: @KateWilton1 @jacquep @sainsburys @Tesco @asda @Morrisons @waitrose @marksandspencer @LidlGB @AldiUK @coopuk @BoothsCountry…, @KateWilton1 @jacquep @sainsburys @Tesco @asda @Morrisons @waitrose @marksandspencer @LidlGB @AldiUK @coopuk @BoothsCountry Thanks Kate.   @sainsburys ... you're off our entire family's choice of shopping now. Hope lots of others do the same.  Yr not supporting yr customers... easy decision.,ronniethed,1412479309944705032,Twitter,Social,,,Twitter,,2021-07-06 18:31:24,https://twitter.com/ronniethed/status/1412479309944705032,,,Chile,,en,256,,5,5,Neutral,1,,,1,,,,1,,3,5.26315789473684,0.1,1.21,8.44501465489979
0,Aldi,8957786326,social-twitter,2021-07-06,2021-07-06 18:38:21,twitter,"RT @petertimmins3: So far just Waitrose and Iceland have responded, albeit with none committal comments. The rest of you are silent. We're…"," So far just Waitrose and Iceland have responded, albeit with none committal comments. The rest of you are silent. We're at nearly 24K impressions, that's a lot of customers potentially. @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods",nicholl37077102,1412481038073335808,Twitter,Social,,,Twitter,,2021-07-06 18:38:16,https://twitter.com/nicholl37077102/status/1412481038073335808,,,Other / Unknown,,en,969,,0,5,Neutral,1,,,1,,,,1,,0.5,5.88235294117647,0.1,0.22,1.45669047558312
0,Aldi,8957889605,social-twitter,2021-07-06,2021-07-06 18:46:10,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,indieandluna,1412483005076156417,Twitter,Social,,,Twitter,,2021-07-06 18:46:05,https://twitter.com/indieandluna/status/1412483005076156417,,,Åland Islands,,en,821,,26,7,Positive,0,,,1,,,,1,Twitter complain about stores not enforcing wearing face masks,3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8957942546,consumer,2021-07-06,2021-07-06 18:53:02,opoint,"Amid champagne dispute, Russian winemaker doubts new law will boost local sales"," As controversy bubbles over a new Russian law requiring bottles of French champagne and other foreign fizz to have a reference to “sparkling wine” on the bottle, Russian winemaker Abrau-Durso said Tuesday that the law would do little to spur on sales of Russia's “shampanskoye”.   Champagne makers are used to having the prestigious name usurped by rival producers here and there, but Russian President Vladimir Putin has upped the ante by signing a law reserving the appellation for Russian sparkling wine, which has prompted a call for a bubbly blockade.   Pavel Titov, the president of Abrau-Durso and co-owner with his father, told Reuters that he did not believe the new law would change the level of competition in Russia's market.   “We are in completely different price segments – imported French champagne is many times more expensive,” he said.   Shares in Abrau-Durso, which last year renamed its “Russkoye shampanskoye” brand “Russkoye igristoe”, or Russian sparkling, were trading up 0.5 percent on the day on Tuesday and at one point almost 9 percent up since the start of the week.   Abrau-Durso exports its wines to 24 countries but not France, Titov said.   French Foreign Minister Jean-Yves Le Drian said in parliament on Tuesday that France would react in the next few days to the Russian measure and that if it was found to be in violation of World Trade Organization rules, Paris would seek recourse.   French champagne producers are fiercely protective of the AOC – or Appellation of Controlled Origin – that is supposed to give them exclusive use of the word in countries that adhere to the Lisbon Agreement on distinctive geographical indications.   But Russia is not a signatory, and Putin signed a law last week that would forbid the use of “Shampanskoye” – the Russian translation of champagne – on imported bottles.   French producers can still use the word in French, but will also have to write “sparkling wine” in Cyrillic on the back of bottles – a heresy for brands that say nothing on Earth can match their distinctive bubbly.   Outrage in France   “Denying the Champenois the right to use the name ‘champagne' in Cyrillic is scandalous: it is our common heritage and the apple of our eye,” Maxime Toubart and Jean-Marie Barillère, co-presidents of France's Champagne Committee, said in a statement.   The committee, which groups grape growers and producers in France's Champagne region, also called on diplomats to push for a change of the “unacceptable law”, and urged their members to halt all shipments to Russia until further notice.   French Agriculture Minister Julien Denormandie said Tuesday that “champagne” was a name that could only be used on sparkling wines from the eponymous region in France.   “You can imagine the reaction of the French authorities,” Denormandie told Sud Radio. “The word Champagne comes from that beautiful region of France where champagne is produced.”   Though Russia may not be the world's biggest champagne market – it ranks 15th in terms of the number of champagne bottles it imports – it's an important one because Russians tend to buy expensive bottles.   Titov told French media on Saturday he hoped the issue, which led some in the French champagne industry to urge producers to halt shipments to Russia, would be resolved in favour of global norms and standards.   Moët Hennessy, owned by the luxury conglomerate LVMH, said Sunday that it would comply with the law and would resume exports of its brands, including Dom Perignon, Moët & Chandon and Veuve Clicquot, “as soon as possible”.   Cigarettes, perfume and sorbet   The Champagne Committee said the new law “calls into question more than 20 years of bilateral talks between the European Union and Russia on the protection of AOCs”.   It railed against Russia for not informing producers in advance of the change and said it is “determined to pursue discussions with the Russian authorities to obtain the exclusive right to the champagne name”.   Launched in 1937 under Joseph Stalin, the “Sovetskoye Shampanskoye” brand aimed to make the elite bourgeois drink acceptable for the proletariat.   Similarly, several Soviet republics created their own cognac, or “konyak”.   Such drinks were produced en masse and sold at affordable prices, but they were recognised as being pale imitations of the real French products.   After the collapse of the Soviet Union, the “shampanskoye” label persisted, which began to pose problems for Russia, especially after it joined the World Trade Organization in 2012.   It remains synonymous today with a festive but cheap drink.   According to the association of Russian makers of sparkling wines, total output can reach 220 million bottles per year, the bulk of which use a very different production method from the one used in France.   As suggested by the term AOC, the right to label a product is restricted to those made in the region. Champagne makers also have to follow strict production methods.   It's a name that champagne makers have been battling to protect since 1843.   And the fight has not just been about using the name on sparkling wine.   They've worked to block a whole range of unrelated products from trying to profit from champagne's reputation, from cigarettes to an Yves Saint Laurent perfume.   Most recently they won a case against German supermarket chain Aldi over a champagne-flavoured sorbet, not because it violated the AOC, but because it was deemed untruthful as the dessert was judged to not taste of champagne.   It's a battle many in France will continue fighting “without fail”, Trade Minister Franck Riester said on Twitter.   “We're closely following the implications of this new Russian wine law together.”   (FRANCE 24 with AFP and REUTERS)   Denial of responsibility! Swiftheadline is an automatic aggregator around the global media. All the content are available free on Internet. We have just arranged it in one platform for educational purpose only. In each content, the hyperlink to the primary source is specified. All trademarks belong to their rightful owners, all materials to their authors. If you are the owner of the content and do not want us to publish your materials on our website, please contact us by email – admin@swiftheadline.com . The content will be deleted within 24 hours. ",Aaron Sittig,311924-348,Consumer,Web,,Swiftheadline,Swiftheadline,http://swiftheadline.com,2021-07-06 18:41:59,https://swiftheadline.com/amid-champagne-dispute-russian-winemaker-doubts-new-law-will-boost-local-sales/,Asia,South Asia,India,,en,1000,,-30,4,Negative,1,,,,1,,,,,0.5,25,0.5,1.925,3.45777857842246
0,Aldi,8958027972,social-twitter,2021-07-06,2021-07-06 18:59:00,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,SueGreenMeadow,1412486233603837957,Twitter,Social,,,Twitter,,2021-07-06 18:58:55,https://twitter.com/SueGreenMeadow/status/1412486233603837957,,,Norway,,en,421,,26,7,Positive,0,,,1,,,,1,Twitter complain about stores not enforcing wearing face masks,3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8958118607,social-twitter,2021-07-06,2021-07-06 19:06:48,twitter,"@PilotHusky @GbhvfRon @dwkallison @AldiUK btw:I have my own Portable A/C unit,purchased 6yrs ago ~£400...Trouble is… https://t.co/pSypeEYcYe"," @PilotHusky @GbhvfRon @dwkallison @AldiUK btw:I have my own Portable A/C unit,purchased 6yrs ago ~£400...Trouble is,it increases My Lecky Bill by ~3rd to run it between May&amp;October,which is bloody expensive &amp; I get NO Compensation for that,but as things are Tight I've Not used yet this year, because Lecky rates Increased",SanGrownUn1,1412488196118749187,Twitter,Social,,,Twitter,,2021-07-06 19:06:43,https://twitter.com/SanGrownUn1/status/1412488196118749187,,,Other / Unknown,,en,238,,-23,4,Negative,0,,,1,,,1,,Person complaining about electricity bills,3,100,0.1,1.21,2.81516998948289
0,Aldi,8958202401,social-twitter,2021-07-06,2021-07-06 19:14:09,twitter,@Llioangharad @AldiUK Wear them to Lidl. Dare ya., @Llioangharad @AldiUK Wear them to Lidl. Dare ya.,bringonthebeer,1412490044443611147,Twitter,Social,,,Twitter,,2021-07-06 19:14:04,https://twitter.com/bringonthebeer/status/1412490044443611147,,,Montenegro,,en,445,,0,5,Neutral,1,,,1,,,,1,,2,50,0.1,0.66,4.37007142674937
0,Aldi,8958306876,social-twitter,2021-07-06,2021-07-06 19:22:07,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,philatemm,1412492051946561537,Twitter,Social,,,Twitter,,2021-07-06 19:22:02,https://twitter.com/philatemm/status/1412492051946561537,,,United Kingdom,,en,144,,26,7,Positive,0,,,1,,,,1,Twitter complain about stores not enforcing wearing face masks,3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8958377397,social-twitter,2021-07-06,2021-07-06 19:29:36,twitter,@Simmy41 @B4ZZ_B0W5K1 I have contacts on Glasgow City Council mate. Flats and an Aldi are in the pipeline 👍, @Simmy41 @B4ZZ_B0W5K1 I have contacts on Glasgow City Council mate. Flats and an Aldi are in the pipeline 👍,PaulAtSeas,1412493934597709824,Twitter,Social,,,Twitter,,2021-07-06 19:29:31,https://twitter.com/PaulAtSeas/status/1412493934597709824,,,United Kingdom,,en,5044,,0,5,Neutral,1,,,1,,,,1,,1,100,0.1,0.22,1.45669047558312
0,Aldi,8958452956,social-twitter,2021-07-06,2021-07-06 19:36:00,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,ray_rayalder,1412495546116362244,Twitter,Social,,,Twitter,,2021-07-06 19:35:55,https://twitter.com/ray_rayalder/status/1412495546116362244,,,Other / Unknown,,en,41,,26,7,Positive,0,,,1,,,,1,Twitter complain about stores not enforcing wearing face masks,3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8958534575,social-twitter,2021-07-06,2021-07-06 19:42:49,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,mariamush,1412497259758067717,Twitter,Social,,,Twitter,,2021-07-06 19:42:44,https://twitter.com/mariamush/status/1412497259758067717,,,Netherlands Antilles,,en,897,,26,7,Positive,0,,,1,,,,1,Twitter complain about stores not enforcing wearing face masks,3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8958599780,social-twitter,2021-07-06,2021-07-06 19:49:17,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,HereInTheHollow,1412498887387107334,Twitter,Social,,,Twitter,,2021-07-06 19:49:12,https://twitter.com/HereInTheHollow/status/1412498887387107334,,,Netherlands Antilles,,en,4410,,26,7,Positive,0,,,1,,,,1,Twitter complain about stores not enforcing wearing face masks,3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8958655787,social-twitter,2021-07-06,2021-07-06 19:53:33,twitter,@cptndemocracy64 @petertimmins3 @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons… https://t.co/C8J5y8mW9o, @cptndemocracy64 @petertimmins3 @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods You’re so brave you must feel like a big boy now,techyyor,1412499961783148544,Twitter,Social,,,Twitter,,2021-07-06 19:53:28,https://twitter.com/techyyor/status/1412499961783148544,,,Other / Unknown,,en,8,,-22,5,Negative,1,,,,1,,,,,3,6.25,0.1,1.21,2.89593255053553
0,Aldi,8958699962,social-twitter,2021-07-06,2021-07-06 19:58:41,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,smather4,1412501254379655179,Twitter,Social,,,Twitter,,2021-07-06 19:58:36,https://twitter.com/smather4/status/1412501254379655179,,,North Korea,,en,254,,26,7,Positive,0,,,1,,,,1,Twitter complain about stores not enforcing wearing face masks,3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8958767006,social-twitter,2021-07-06,2021-07-06 20:02:47,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,JoD66,1412502286723600384,Twitter,Social,,,Twitter,,2021-07-06 20:02:42,https://twitter.com/JoD66/status/1412502286723600384,,,Congo,,en,476,,26,7,Positive,0,,,1,,,,1,Twitter complain about stores not enforcing wearing face masks,3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8958809676,social-twitter,2021-07-06,2021-07-06 20:07:28,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,dikt54,1412503464589021193,Twitter,Social,,,Twitter,,2021-07-06 20:07:23,https://twitter.com/dikt54/status/1412503464589021193,,,United Kingdom,,en,44,,26,7,Positive,0,,,1,,,,1,Twitter complain about stores not enforcing wearing face masks,3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8958888923,social-twitter,2021-07-06,2021-07-06 20:13:35,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,Janet601Janet,1412505003181420555,Twitter,Social,,,Twitter,,2021-07-06 20:13:30,https://twitter.com/Janet601Janet/status/1412505003181420555,,,Chile,,en,84,,26,7,Positive,0,,,1,,,,1,Twitter complain about stores not enforcing wearing face masks,3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8958943847,social-twitter,2021-07-06,2021-07-06 20:19:40,twitter,Job offer just now from Target. Accept or hold out for an offer from Aldi’s? Target is a national chain and I could… https://t.co/8heo0kArXA, Job offer just now from Target. Accept or hold out for an offer from Aldi’s? Target is a national chain and I could transfer stores and have a job waiting for me when/if I relocate. A lot more standing and walking though. https://t.co/xFuTjGHJH3,tallorangeangry,1412506534542811144,Twitter,Social,,,Twitter,,2021-07-06 20:19:35,https://twitter.com/tallorangeangry/status/1412506534542811144,,,Belarus,,en,1102,,0,5,Neutral,1,,,1,,,,1,,2,33.3333333333333,0.1,0.66,4.37007142674937
0,Aldi,8959006651,social-twitter,2021-07-06,2021-07-06 20:24:09,twitter,not much im walking to aldi rn, not much im walking to aldi rn,lukethedumbass,1412507659799089153,Twitter,Social,,,Twitter,,2021-07-06 20:24:03,https://twitter.com/lukethedumbass/status/1412507659799089153,,,Cuba,,en,657,,0,5,Neutral,1,,,1,,,,1,,2,100,0.1,0.66,4.37007142674937
0,Aldi,8959048929,social-twitter,2021-07-06,2021-07-06 20:28:39,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,Rosychipshop,1412508795629182982,Twitter,Social,,,Twitter,,2021-07-06 20:28:34,https://twitter.com/Rosychipshop/status/1412508795629182982,,,United Kingdom,,en,1073,,26,7,Positive,0,,,1,,,,1,Twitter complain about stores not enforcing wearing face masks,3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8959114751,social-twitter,2021-07-06,2021-07-06 20:33:38,twitter,Let it be known in history that this tweet marked the beginning of the British Mask Wars 😂, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,ShanePuxty17,1412510047909953540,Twitter,Social,,,Twitter,,2021-07-06 20:33:33,https://twitter.com/ShanePuxty17/status/1412510047909953540,,,United Kingdom,,en,935,,28,7,Positive,0,,,1,,,,1,Twitter complain about stores not enforcing wearing face masks,1,6.66666666666667,0.1,0.22,2.10770381231854
0,Aldi,8959168982,social-twitter,2021-07-06,2021-07-06 20:39:25,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,BonhillDavy,1412511503132106757,Twitter,Social,,,Twitter,,2021-07-06 20:39:20,https://twitter.com/BonhillDavy/status/1412511503132106757,,,Other / Unknown,,en,148,,26,7,Positive,0,,,1,,,,1,Twitter complain about stores not enforcing wearing face masks,3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8959253963,social-twitter,2021-07-06,2021-07-06 20:46:41,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,LadyLanscelot,1412513332842610693,Twitter,Social,,,Twitter,,2021-07-06 20:46:36,https://twitter.com/LadyLanscelot/status/1412513332842610693,,,United Kingdom,,en,512,,26,7,Positive,0,,,1,,,,1,Twitter complain about stores not enforcing wearing face masks,3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8959296202,social-twitter,2021-07-06,2021-07-06 20:51:31,twitter,@petertimmins3 @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods I will… https://t.co/vnHGH7PJQi," @petertimmins3 @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods I will not be shopping anywhere which doesn’t have people in masks, until we are through this spike that is happening - and probably for quite a few more months after that",AlisonRam,1412514550826610695,Twitter,Social,,,Twitter,,2021-07-06 20:51:26,https://twitter.com/AlisonRam/status/1412514550826610695,,,United Kingdom,,en,4211,,-17,5,Negative,1,,,,1,,,,,3,5.88235294117647,0.1,1.21,3.26403057010877
0,Aldi,8959351816,social-twitter,2021-07-06,2021-07-06 20:55:27,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,DJackdaw,1412515540833378311,Twitter,Social,,,Twitter,,2021-07-06 20:55:22,https://twitter.com/DJackdaw/status/1412515540833378311,,,Other / Unknown,,en,406,,26,7,Positive,0,,,1,,,,1,Twitter complain about stores not enforcing wearing face masks,3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8959392956,social-twitter,2021-07-06,2021-07-06 20:59:40,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,laughnortheast,1412516601023377410,Twitter,Social,,,Twitter,,2021-07-06 20:59:35,https://twitter.com/laughnortheast/status/1412516601023377410,,,Netherlands,,en,440,,26,7,Positive,0,,,1,,,,1,"This is something that someone thinks could be positive to avoid covid-19 infection, to keep the mask in stores.",3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8959457996,social-twitter,2021-07-06,2021-07-06 21:05:11,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,alasdair_earle,1412517989392527363,Twitter,Social,,,Twitter,,2021-07-06 21:05:06,https://twitter.com/alasdair_earle/status/1412517989392527363,,,Other / Unknown,,en,1183,,26,7,Positive,0,,,1,,,,1,"This is something that someone thinks could be positive to avoid covid-19 infection, to keep the mask in stores.",3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8959517811,social-twitter,2021-07-06,2021-07-06 21:10:31,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,AndyCartledge6,1412519331410415618,Twitter,Social,,,Twitter,,2021-07-06 21:10:26,https://twitter.com/AndyCartledge6/status/1412519331410415618,,,United Kingdom,,en,24,,26,7,Positive,0,,,1,,,,1,"This is something that someone thinks could be positive to avoid covid-19 infection, to keep the mask in stores.",3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8959561139,social-twitter,2021-07-06,2021-07-06 21:14:56,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,cathrynjbrown,1412520442129178626,Twitter,Social,,,Twitter,,2021-07-06 21:14:51,https://twitter.com/cathrynjbrown/status/1412520442129178626,,,The Democratic Republic Of Congo,,en,1644,,26,7,Positive,0,,,1,,,,1,"This is something that someone thinks could be positive to avoid covid-19 infection, to keep the mask in stores.",3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8959595707,social-twitter,2021-07-06,2021-07-06 21:18:54,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,SamanthaPepys,1412521440025399302,Twitter,Social,,,Twitter,,2021-07-06 21:18:49,https://twitter.com/SamanthaPepys/status/1412521440025399302,,,Other / Unknown,,en,712,,26,7,Positive,0,,,1,,,,1,"This is something that someone thinks could be positive to avoid covid-19 infection, to keep the mask in stores.",3,5.88235294117647,0.1,1.21,11.2205948720607
0,Aldi,8959639531,social-twitter,2021-07-06,2021-07-06 21:22:02,twitter,RT @petertimmins3: It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @Icel…, It would be great if the big stores @Tesco @sainsburys @waitrose @asda @marksandspencer @AldiUK @LidlGB @Morrisons @IcelandFoods all came out and said they'd insist shoppers wear masks after July 19th to protect customers and staff. Give this a RT and let's see if we get momentum,Trevor58230,1412522227313037315,Twitter,Social,,,Twitter,,2021-07-06 21:21:57,https://twitter.com/Trevor58230/status/1412522227313037315,,,Andorra,,en,1320,,26,7,Positive,0,,,1,,,,1,"This is something that someone thinks could be positive to avoid covid-19 infection, to keep the mask in stores.",3,5.88235294117647,0.1,1.21,11.2205948720607
